Company ID,Companies,First Financing Date,Last Known Valuation Date,Last Known Valuation,First Financing Valuation,First Financing Size,Emerging Spaces,Primary Industry Code,Unicorn Status
161968-06,2Mee,2015.0821917808219,2022.7452054794521,2.73,2.35,0.22,0,Communication Software,0
168152-14,2ULaundry,2016.690410958904,2023.0821917808219,75.0,1.9,0.4,0,Other Services (B2C Non-Financial),0
180744-13,3T Biosciences,2017.7589041095891,2022.6465753424657,100.0,32.0,12.0,AI-powered Drug Discovery,Drug Discovery,0
182131-57,4D Path,2017.4328767123288,2023.3342465753424,112.97,2.75,0.25,0,Other Healthcare Technology Systems,0
163535-95,98point6,2015.33698630137,2023.1753424657534,100.0,5.0,0.75,0,Clinics/Outpatient Services,0
179022-16,9fin,2017.7780821917809,2022.876712328767,95.0,2.67,0.7,0,Media and Information Services (B2B),0
227813-59,A2 Biotherapeutics,2018.2465753424658,2022.9561643835616,462.5,49.5,7.5,0,Drug Discovery,0
167366-44,AADYAH Aerospace,2016.8,2022.0767123287671,8.61,3.59,0.39,0,Aerospace and Defense,0
82927-63,AB Tasty,2014.7342465753425,2022.8958904109588,155.73,6.47,1.42,0,Business/Productivity Software,0
226198-54,Abacus Insights,2018.0,2022.454794520548,140.32,20.0,5.9,0,Enterprise Systems (Healthcare),0
65167-66,Abpro,2007.717808219178,2022.2602739726028,642.0,10.01,1.8,0,Drug Discovery,0
224031-88,Abre,2017.7506849315068,2023.0328767123287,13.75,3.4,1.6,0,Business/Productivity Software,0
160000-12,Acalvio,2015.6657534246576,2022.5424657534247,164.76,16.96,6.96,0,Network Management Software,0
158217-22,Accelus,2016.323287671233,2022.5260273972603,342.0,38.57,4.07,0,Therapeutic Devices,0
226335-34,Access Fintech,2017.1150684931506,2022.7232876712328,810.16,6.62,2.0,0,Financial Software,0
162217-99,Aclaimant,2017.123287671233,2023.0054794520547,58.1,8.46,2.96,0,Media and Information Services (B2B),0
61927-03,Acorns,2013.7479452054795,2022.1835616438357,1800.0,6.15,1.15,0,Other Financial Services,1
230540-23,Activ Surgical,2017.5068493150684,2022.2547945205479,185.0,3.5,1.5,0,Other Healthcare Technology Systems,0
82480-24,Activ Technologies,2015.1178082191782,2022.9315068493152,13.5,5.42,2.42,0,Business/Productivity Software,0
168300-37,AcuamarkDx,2016.876712328767,2022.2602739726028,66.62,16.6,1.6,0,Other Healthcare Technology Systems,0
109790-83,Adient Medical,2013.676712328767,2022.4493150684932,43.0,2.36,0.36,0,Surgical Devices,0
436541-68,Advanced Material Development,2018.358904109589,2022.772602739726,33.52,3.11,1.04,0,Automation/Workflow Software,0
303048-82,Advanced Ophthalmic Systems,2017.4712328767123,2023.309589041096,33.16,1.13,0.24,0,Other Healthcare Technology Systems,0
56318-77,Aerin Medical,2011.945205479452,2022.454794520548,260.0,1.13,0.13,0,Therapeutic Devices,0
264536-74,Aero (Air),2018.3561643835617,2022.627397260274,300.0,18.5,3.5,0,Air,0
435375-64,Affective Software,2018.3561643835617,2022.7589041095891,45.0,6.3,1.3,0,Social/Platform Software,0
230562-46,Afresh,2018.0109589041097,2022.1835616438357,391.71,6.65,1.65,0,Business/Productivity Software,0
81858-88,AgriWebb,2014.5808219178082,2022.7780821917809,41.16,3.09,0.47,Livestock Health,Business/Productivity Software,0
227368-63,AgVend,2018.2547945205479,2022.7808219178082,80.0,6.25,1.75,0,Business/Productivity Software,0
110269-72,AI Dynamics,2016.227397260274,2022.7424657534248,43.39,13.7,4.7,0,Software Development Applications,0
222283-00,Air (Business/Productivity Software),2017.7479452054795,2022.0684931506848,110.0,11.68,1.68,Generative AI,Business/Productivity Software,0
226031-32,Airspace Technologies,2017.6465753424657,2022.3917808219178,420.0,10.0,2.5,0,Logistics,0
187923-25,Aisera,2017.495890410959,2022.227397260274,638.29,30.55,10.55,0,Business/Productivity Software,0
182199-43,Aiven,2017.6602739726027,2022.3561643835617,3200.0,3.32,0.71,0,Database Software,1
179715-34,Akston Biosciences,2013.1205479452055,2022.282191780822,189.16,5.5,0.7,0,Drug Discovery,0
490715-47,Aladdin,2018.0,2023.0027397260274,9.0,0.02,0.01,0,Financial Software,0
64032-31,Aledade,2014.4602739726026,2022.427397260274,3100.0,14.69,4.5,0,Enterprise Systems (Healthcare),1
343243-18,Alef (Automotive),2017.2575342465752,2022.0876712328768,21.42,1.2,0.3,0,Automotive,0
42464-62,Alianza,2005.5287671232877,2023.1397260273973,221.5,5.0,2.0,0,Telecommunications Service Providers,0
52649-65,AliveCor,2011.6082191780822,2022.6219178082192,980.0,9.5,3.5,0,Monitoring Equipment,0
233788-69,Alma (Clinics/Outpatient Services),2017.972602739726,2022.6465753424657,800.0,8.0,3.0,0,Clinics/Outpatient Services,0
126055-90,AlphaFlow,2016.2219178082191,2022.2191780821918,100.0,1.71,0.12,Real Estate Crowdfunding,Specialized Finance,0
125615-80,Alto (Financial Software),2016.0,2022.0082191780823,289.94,4.0,0.95,0,Financial Software,0
154454-59,Altwork,2014.7835616438356,2022.7479452054795,25.0,3.54,0.54,0,Business Equipment and Supplies,0
155945-98,Amalgam,2016.227397260274,2023.0054794520547,167.36,1.22,0.22,0,Enterprise Systems (Healthcare),0
54694-36,Amaze Software,2013.1671232876713,2022.6109589041096,58.5,15.1,5.1,0,Software Development Applications,0
221567-23,Amberdata,2017.7972602739726,2022.33698630137,310.0,13.93,2.09,Decentralized Finance,Financial Software,0
343523-80,Ampcera,2018.3260273972603,2022.945205479452,90.0,10.0,1.0,0,Other Materials,0
51748-21,AnaBios,2011.6849315068494,2022.3945205479451,36.5,2.72,1.32,0,Drug Discovery,0
500881-69,Anaxiom,2016.2027397260274,2023.123287671233,1.7,2.9,0.9,0,Other Commercial Products,0
223461-82,Anduril,2017.6465753424657,2022.9178082191781,8480.0,97.5,17.5,0,Aerospace and Defense,1
99463-96,AngelEye Health,2013.2465753424658,2022.841095890411,30.39,0.82,0.2,0,Other Healthcare Technology Systems,0
96959-62,Anutra Medical,2013.964383561644,2022.6657534246576,20.0,8.23,1.23,0,Medical Supplies,0
181676-44,Anvyl,2017.4191780821918,2022.123287671233,66.0,12.5,2.5,0,Business/Productivity Software,0
229084-21,Anyplace,2015.5123287671233,2022.5123287671233,41.19,1.5,0.3,0,Application Software,0
61093-90,Anyroad,2017.2547945205479,2022.1479452054793,397.0,10.0,6.0,0,Business/Productivity Software,0
222742-09,Anzu,2016.9178082191781,2022.358904109589,180.0,7.38,1.5,0,Media and Information Services (B2B),0
60292-00,APDS,2014.4082191780822,2022.3972602739725,72.0,8.0,2.6,0,Other Commercial Services,0
82574-83,APImetrics,2016.1534246575343,2022.0383561643835,15.5,3.0,1.0,0,Business/Productivity Software,0
114850-54,Apix Analytics,2015.2794520547945,2022.8931506849315,21.71,10.53,3.99,0,Oil and Gas Equipment,0
155953-72,Apollo (United States),2016.2246575342465,2022.1616438356164,910.0,1.71,0.12,0,Business/Productivity Software,0
103858-93,Appcues,2016.0849315068492,2022.027397260274,155.0,14.7,3.7,0,Business/Productivity Software,0
181523-62,Apprentice,2017.9315068493152,2023.1835616438357,589.96,7.5,2.5,0,Other Healthcare Technology Systems,0
58389-40,Appvance,2013.2931506849316,2022.0465753424658,50.0,6.05,1.05,AI-powered Code Completion,Business/Productivity Software,0
65941-93,Apto,2014.6301369863013,2022.3561643835617,171.57,1.71,0.12,0,Financial Software,0
186809-32,Aquafortus,2016.6109589041096,2023.145205479452,47.0,0.21,0.21,Desalination Tech,Other Commercial Products,0
264943-81,AquiPor,2016.0,2022.6602739726027,51.95,2.5,0.9,0,Raw Materials (Non-Wood),0
103918-78,Arcade,2014.4931506849316,2023.0849315068492,35.3,0.47,0.04,0,Business/Productivity Software,0
222156-55,Archer Roose,2018.2767123287672,2022.495890410959,40.0,10.0,2.0,Sustainable Packaging,Beverages,0
115381-18,Arqlite,2015.2465753424658,2022.495890410959,18.0,0.3,0.02,0,Other Commercial Products,0
179468-38,Arrcus,2016.7068493150684,2023.1068493150685,340.0,12.4,3.4,0,Business/Productivity Software,0
104216-14,ARTA,2016.4575342465753,2022.7808219178082,35.9,3.2,1.0,0,Business/Productivity Software,0
59219-56,Artax Biopharma,2014.8575342465754,2022.3561643835617,58.0,6.01,2.01,0,Drug Discovery,0
53962-84,Artfinder,2011.1616438356164,2022.4328767123288,22.37,4.03,1.9,0,Internet Retail,0
167152-15,Artizan Biosciences,2017.0986301369862,2022.4520547945206,26.88,6.3,3.0,0,Drug Discovery,0
224405-38,Asaak,2017.0,2023.0739726027398,50.0,2.5,0.15,0,Financial Software,0
169680-25,Ascent360,2017.0109589041097,2022.0657534246575,19.61,9.29,1.89,0,Business/Productivity Software,0
170201-62,Asignio,2018.2520547945205,2022.035616438356,20.23,6.0,3.0,0,Network Management Software,0
181525-69,Asimov,2017.3945205479451,2023.0109589041097,1225.0,14.7,4.7,0,Other Healthcare Technology Systems,1
232810-84,Assured Allies,2018.1780821917807,2022.6054794520549,200.0,12.0,5.0,0,Other Services (B2C Non-Financial),0
186061-06,Astraea,2017.6794520547944,2022.5534246575342,22.5,8.2,3.2,0,IT Consulting and Outsourcing,0
162439-03,Astranis,2016.0,2023.2328767123288,1600.0,1.71,0.12,0,Other Communications and Networking,1
120275-56,Astronomer,2015.8602739726027,2022.2219178082191,1350.0,1.08,0.08,0,Database Software,1
109046-98,Astroscale,2015.0739726027398,2023.1561643835616,954.57,47.7,7.7,0,Aerospace and Defense,0
99025-84,Atia Vision,2013.676712328767,2022.5835616438355,184.0,2.78,1.11,0,Therapeutic Devices,0
183216-79,Atmosic,2017.3506849315067,2022.0493150684931,168.5,14.7,6.0,0,Application Specific Semiconductors,0
169110-64,Atom Power,2017.1068493150685,2022.5890410958905,251.19,17.7,2.7,Electric Vehicle Charging Infrastructure,Electrical Equipment,0
117136-72,Atomation,2014.9150684931508,2023.2438356164384,15.6,1.9,0.68,0,Other Hardware,0
229313-08,Atreyu Trading,2015.4383561643835,2022.3260273972603,23.99,79.0,9.0,0,Financial Software,0
267713-92,Augmentir,2018.2712328767122,2023.2931506849316,44.4,10.0,2.5,0,Business/Productivity Software,0
435922-57,Autobahn Therapeutics,2018.2191780821918,2022.6849315068494,173.65,30.0,5.0,0,Drug Discovery,0
152767-81,AutoFi,2015.786301369863,2022.1780821917807,700.0,11.26,2.5,Auto Commerce,Financial Software,0
161550-82,Automata,2015.6876712328767,2022.0849315068492,124.35,0.46,0.03,0,Electronic Equipment and Instruments,0
187966-36,Automotus,2017.7342465753425,2022.972602739726,26.0,2.1,0.31,0,Business/Productivity Software,0
98966-26,Autonomix,2014.6575342465753,2023.194520547945,10.0,7.23,3.8,0,Other Devices and Supplies,0
357399-82,Avataar,2015.958904109589,2022.0,207.26,2.2,0.25,0,Multimedia and Design Software,0
102107-26,AVECTAS,2013.7698630136986,2022.2465753424658,56.94,3.09,0.47,0,Drug Delivery,0
60250-24,Avegant,2013.8520547945207,2022.717808219178,90.31,7.56,2.1,0,Application Specific Semiconductors,0
162652-24,Aveta Biomics,2018.2,2022.1041095890412,50.6,11.1,1.1,0,Pharmaceuticals,0
137625-22,Avlino,2017.4136986301369,2022.531506849315,40.0,8.5,2.5,0,Business/Productivity Software,0
416650-87,Awiros,2018.123287671233,2022.6657534246576,24.26,3.04,0.62,0,Media and Information Services (B2B),0
185820-58,AWM Smart Shelf,2017.7506849315068,2022.4136986301369,105.0,8.92,2.02,Cashierless Checkout,Business/Productivity Software,0
433270-63,Axis Spine Technologies,2017.2575342465752,2022.7917808219179,19.31,0.5,0.25,0,Therapeutic Devices,0
185933-08,Axonius,2017.6794520547944,2022.3397260273973,2600.0,10.0,4.0,IoT Security,Network Management Software,1
61233-31,Azumo (Electrical Equipment),2015.021917808219,2022.6575342465753,105.0,18.02,5.02,0,Electrical Equipment,0
61921-18,Backstitch,2012.9150684931508,2022.7068493150684,14.03,0.31,0.03,0,Business/Productivity Software,0
163228-87,Bainbridge Health,2016.358904109589,2022.668493150685,16.35,2.05,0.05,0,Enterprise Systems (Healthcare),0
181192-33,Balbix,2017.427397260274,2022.0821917808219,420.0,43.0,8.6,IoT Security,Network Management Software,0
162635-86,Bambee,2016.531506849315,2022.2027397260274,300.0,9.0,3.0,0,Human Capital Services,0
150615-28,Bark,2015.805479452055,2022.3287671232877,202.0,2.08,0.57,0,Information Services (B2C),0
60612-40,Bean Box,2016.8,2023.186301369863,56.15,6.5,1.5,0,Beverages,0
235773-91,Beehive AI,2016.5835616438355,2023.2410958904109,20.1,1.63,0.63,0,Business/Productivity Software,0
163980-82,Beta Bionics,2015.9972602739726,2022.1260273972603,307.0,12.5,5.0,0,Monitoring Equipment,0
268549-57,Bidnamic,2017.0794520547945,2022.3397260273973,25.9,4.27,0.26,0,Business/Productivity Software,0
62705-17,Big Health,2012.6931506849314,2022.0082191780823,239.27,2.49,0.39,0,Other Healthcare Technology Systems,0
60895-27,BigPanda,2012.0,2022.6246575342466,1200.0,3.14,1.52,0,Business/Productivity Software,1
164071-18,Bigscreen,2017.1479452054793,2022.0,81.5,14.25,2.85,0,Entertainment Software,0
168804-55,Bink,2015.0986301369862,2023.2328767123288,44.57,7.77,0.2,0,Financial Software,0
230581-45,Biospatial,2018.309589041096,2022.3753424657534,13.12,4.81,1.11,0,Other Healthcare Technology Systems,0
84777-94,Birdeye,2016.0739726027398,2022.150684931507,525.0,33.0,8.0,0,Business/Productivity Software,0
55106-20,Bitcentral,2000.5643835616438,2022.054794520548,98.0,29.5,4.5,0,Business/Productivity Software,0
65299-51,BitFlyer,2014.7890410958903,2022.7479452054795,2.59,9.28,1.73,0,Financial Software,0
62006-77,Bitvore,2014.2082191780821,2022.0109589041097,53.97,11.0,4.5,0,Business/Productivity Software,0
284333-68,Black Buffalo,2017.9972602739726,2022.4109589041095,130.0,5.87,1.87,0,Other Consumer Non-Durables,0
226585-63,bloXroute Labs,2018.1808219178083,2022.2547945205479,420.0,5.55,1.55,0,Financial Software,0
63789-67,Bold Metrics,2014.6657534246576,2022.3972602739725,28.0,2.7,0.81,0,Business/Productivity Software,0
107633-08,Bolt (Business/Productivity Software),2016.9506849315069,2022.1068493150685,11000.0,63.0,9.0,0,Business/Productivity Software,1
95791-06,Bonusly,2015.8821917808218,2023.1561643835616,80.9,5.55,1.99,0,Business/Productivity Software,0
113481-55,Booksy,2016.4986301369863,2022.186301369863,538.5,9.2,4.2,0,Business/Productivity Software,0
114624-55,Booster,2015.4027397260274,2022.0657534246575,775.0,12.02,3.11,0,Energy Transportation,0
265209-58,Boston Micro Fabrication,2016.4164383561645,2022.5643835616438,445.94,20.68,4.14,0,Computers Parts and Peripherals,0
277649-74,Botrista,2018.0849315068492,2023.0849315068492,119.29,6.0,0.55,0,Other Commercial Products,0
226949-68,Boulevard (Business/Productivity Software),2017.5808219178082,2022.6054794520549,570.0,3.8,0.6,0,Business/Productivity Software,0
179330-14,Brain4care,2016.5150684931507,2022.9150684931508,49.25,1.0,0.3,0,Monitoring Equipment,0
56397-25,Brandlive,2013.6794520547944,2022.331506849315,150.5,4.86,1.61,0,Business/Productivity Software,0
182237-59,Bravado,2018.295890410959,2022.3780821917808,170.0,12.92,2.92,0,Business/Productivity Software,0
265222-54,Brave Health,2018.0,2022.2986301369863,120.57,7.8,2.8,0,Clinics/Outpatient Services,0
170475-31,Breezeway,2018.0986301369862,2022.7561643835616,62.0,7.0,2.0,0,Business/Productivity Software,0
226102-87,Brex,2017.0,2022.027397260274,12300.0,1.71,0.12,0,Financial Software,1
265983-04,Brightseed,2018.331506849315,2022.2602739726028,300.0,16.5,6.5,AI in Foodtech AI-powered Drug Discovery,Other Healthcare Technology Systems,0
228392-65,Brightside,2018.345205479452,2022.8575342465754,180.14,10.0,4.0,0,Financial Software,0
115530-40,Brightwheel,2016.3260273972603,2022.7616438356165,750.0,8.79,2.79,0,Educational Software,0
168844-24,Broker Buddha,2016.3424657534247,2022.323287671233,30.0,6.0,0.49,0,Financial Software,0
179418-88,Built Robotics,2017.7972602739726,2022.2630136986302,352.5,37.0,15.0,Construction Robots,Electronic Equipment and Instruments,0
112042-27,BurstIQ,2015.3013698630136,2022.4849315068493,19.11,1.0,0.25,0,Medical Records Systems,0
56296-36,C-Power (Other Equipment),2011.0712328767124,2022.2849315068493,48.0,8.5,2.0,0,Other Equipment,0
54811-09,C2FO,2011.1808219178083,2022.0821917808219,2540.0,18.9,5.9,0,Other Financial Services,1
55597-24,Calcivis,2012.8465753424657,2022.4876712328767,19.6,3.15,1.93,0,Diagnostic Equipment,0
122845-33,Caledonia Spirits,2018.1397260273973,2023.0712328767124,79.22,11.83,1.83,0,Beverages,0
50932-09,CallMiner,2005.0164383561644,2022.468493150685,600.0,7.03,2.8,0,Business/Productivity Software,0
60157-45,Cambridge Mechatronics,2010.86301369863,2022.2438356164384,204.6,12.8,1.67,0,Electrical Equipment,0
222808-69,Cambridge Medical Technologies,2016.9945205479453,2022.1178082191782,59.87,17.96,2.36,0,Monitoring Equipment,0
229194-10,CAMP4,2016.454794520548,2022.4575342465753,288.49,15.0,9.0,0,Drug Discovery,0
277158-79,Capital Rx,2018.2,2022.4,856.0,15.0,3.0,0,Enterprise Systems (Healthcare),0
186757-66,Capitolis,2017.9095890410958,2022.2191780821918,1600.0,21.25,9.0,0,Financial Software,1
168009-13,Captini,2014.7068493150684,2022.3808219178081,3.04,0.55,0.11,0,Business/Productivity Software,0
226886-41,CaptivateIQ,2018.2109589041097,2022.0684931506848,1250.0,1.71,0.12,0,Business/Productivity Software,1
51636-97,CardioFocus,1998.5808219178082,2023.145205479452,65.0,25.7,2.57,0,Surgical Devices,0
169706-17,CareRev,2016.0,2022.2246575342465,600.0,1.71,0.12,0,Other Healthcare Services,0
184752-64,Cargobot,2017.5863013698631,2022.6027397260275,25.23,2.25,0.75,Autonomous Trucking,Business/Productivity Software,0
171543-43,Cargofy,2017.4630136986302,2022.0876712328768,10.0,0.33,0.02,0,Logistics,0
59112-10,Cargomatic,2013.2109589041097,2022.4136986301369,1019.0,1.2,0.2,Digital Freight Brokerage,Logistics,1
185016-97,Cariina,2017.0,2022.9150684931508,10.0,0.25,0.01,0,Business/Productivity Software,0
226380-16,Casa (Financial Software),2018.164383561644,2022.3534246575343,151.0,7.66,2.66,0,Financial Software,0
58411-00,Casetext,2013.0,2022.0164383561644,125.0,1.71,0.12,Generative AI,Business/Productivity Software,0
228312-19,Casma Therapeutics,2018.3342465753424,2022.5123287671233,148.0,77.0,58.5,0,Drug Discovery,0
166760-29,Catalyst Software,2016.7397260273972,2022.2438356164384,251.46,8.4,2.4,0,Business/Productivity Software,0
149891-86,CBREX,2015.9616438356165,2022.3753424657534,12.16,0.5,0.2,0,Business/Productivity Software,0
153408-52,Cellics Therapeutics,2017.3013698630136,2022.1287671232876,122.0,10.0,6.0,0,Biotechnology,0
182508-94,Cello Therapeutics,2017.4739726027397,2022.6383561643836,57.05,21.6,1.6,0,Drug Discovery,0
52851-25,Cellworks,2012.1753424657534,2022.5698630136985,131.0,12.52,4.52,0,Decision/Risk Analysis,0
228719-35,Celsius (Biotechnology),2018.3671232876711,2022.2246575342465,120.0,87.0,65.0,AI-powered Drug Discovery,Biotechnology,0
223505-56,Censinet,2017.7205479452055,2022.9150684931508,38.0,4.5,2.0,0,Network Management Software,0
124947-10,Centaurus Therapeutics,2015.2630136986302,2022.468493150685,27.0,5.9,0.9,0,Drug Discovery,0
60694-30,Cequence Security,2017.4931506849316,2023.295890410959,346.5,15.5,5.5,0,Network Management Software,0
10686-97,Cerapedics,2007.695890410959,2022.131506849315,700.0,25.21,14.46,0,Biotechnology,0
225682-57,Cerebro Capital,2018.0986301369862,2023.1972602739727,20.72,5.0,2.0,0,Other Financial Services,0
53693-47,Cerecin,2004.7095890410958,2022.5835616438355,230.0,8.5,6.0,0,Drug Discovery,0
168317-74,Ceribell,2015.5917808219178,2022.7068493150684,305.0,5.56,1.0,0,Diagnostic Equipment,0
58285-54,Certa,2016.9178082191781,2022.1671232876713,65.0,3.5,0.5,0,Business/Productivity Software,0
181410-04,CesiumAstro,2017.372602739726,2022.1616438356164,400.0,5.0,1.75,0,Wireless Communications Equipment,0
65533-06,CG Oncology,2014.5753424657535,2022.7479452054795,400.0,59.57,13.57,0,Drug Discovery,0
108320-86,Changeover Technologies,2009.8465753424657,2022.9315068493152,14.29,2.51,1.25,0,Environmental Services (B2B),0
164311-48,Cheerfy,2015.5506849315068,2022.835616438356,7.78,2.51,0.22,0,Media and Information Services (B2B),0
135359-92,Cheetah,2013.0,2022.0684931506848,275.0,1.71,0.12,0,Distributors/Wholesale,0
182630-89,Chowbus,2017.4876712328767,2022.5506849315068,97.24,3.0,0.3,0,Other Restaurants Hotels and Leisure,0
167848-93,Chowly,2017.4109589041095,2022.5123287671233,127.5,4.67,0.7,Ghost Kitchens,Business/Productivity Software,0
148844-98,ChromaCode,2015.613698630137,2023.1561643835616,152.97,5.2,2.2,0,Diagnostic Equipment,0
225858-70,ChronWell,2018.1205479452055,2022.2575342465752,45.5,19.5,4.5,0,Other Healthcare Technology Systems,0
228273-94,Cinematic Health Education,2018.2109589041097,2022.4712328767123,24.0,15.0,3.0,0,Education and Training Services (B2B),0
437133-43,Circit,2016.8986301369864,2022.3780821917808,26.9,1.23,0.05,0,Financial Software,0
267740-02,Circle (Electronics (B2C)),2018.0,2022.8027397260273,20.23,5.0,0.75,0,Electronics (B2C),0
124459-84,CitizenLab,2015.6657534246576,2022.3780821917808,23.53,0.7,0.03,0,Business/Productivity Software,0
56287-99,CivicEye,2012.4136986301369,2022.5506849315068,22.85,14.5,4.5,0,Government,0
182869-39,Clarapath,2014.5013698630137,2023.2547945205479,191.27,8.0,3.0,0,Other Devices and Supplies,0
95605-66,Claravine,2018.3698630136987,2022.3698630136987,60.0,13.0,4.0,0,Database Software,0
223921-27,Clare,2018.0082191780823,2022.1123287671232,28.0,7.0,2.0,0,Home Furnishings,0
56923-75,Clari,2014.2493150684932,2022.0493150684931,2650.0,14.0,6.0,0,Business/Productivity Software,1
160476-67,Clarify,2016.7561643835616,2022.2575342465752,1500.0,20.96,5.96,0,Other Healthcare Technology Systems,1
95868-37,Clarke Valve,2014.4986301369863,2022.6082191780822,24.49,4.0,1.26,0,Industrial Supplies and Parts,0
64376-56,Clear (Financial Software),2014.6301369863013,2022.0328767123287,305.81,1.71,0.12,0,Financial Software,0
181099-45,Clear Skye,2017.3561643835617,2022.2246575342465,74.08,0.65,0.15,0,Network Management Software,0
169852-78,Clearspeed,2016.4931506849316,2022.7616438356165,143.6,5.0,1.0,0,Business/Productivity Software,0
63827-65,ClicData,2011.0712328767124,2022.2739726027398,10.99,1.07,0.07,0,Business/Productivity Software,0
170669-35,Clipboard Health,2017.0,2022.2931506849316,1300.0,1.71,0.12,0,Human Capital Services,1
268124-41,Clockwise,2017.1561643835616,2022.0465753424658,300.0,10.0,2.0,0,Business/Productivity Software,0
170238-61,Clodura.AI,2016.5945205479452,2022.1287671232876,3.87,0.66,0.09,0,Media and Information Services (B2B),0
58979-26,CloudCover,2011.227397260274,2022.0,69.0,3.0,0.05,0,Network Management Software,0
63872-11,CNEX Labs,2013.6191780821919,2022.4,132.71,7.0,2.5,0,Computers Parts and Peripherals,0
169195-60,CNote,2016.0712328767124,2022.66301369863,28.25,1.71,0.12,0,Financial Software,0
226290-34,Coalition,2018.158904109589,2022.4767123287672,5050.0,35.0,10.0,0,Commercial/Professional Insurance,1
267586-66,Codat,2017.5671232876712,2022.4136986301369,825.0,2.09,0.54,0,Financial Software,0
58272-67,Codility,2009.731506849315,2022.531506849315,109.76,0.67,0.07,0,Business/Productivity Software,0
226103-95,CoinTracker,2018.2109589041097,2022.1068493150685,1302.09,1.71,0.12,0,Financial Software,1
64987-66,CommerceIQ,2014.5369863013698,2022.2164383561644,1025.0,26.5,8.5,0,Business/Productivity Software,1
114597-28,CommLoan,2017.372602739726,2022.704109589041,13.86,10.4,2.65,0,Financial Software,0
119747-89,Common,2015.5369863013698,2022.1424657534246,422.72,32.35,7.35,0,Real Estate Services (B2C),0
187710-13,Commure,2017.7150684931507,2022.0465753424658,3500.0,4.2,2.0,0,Enterprise Systems (Healthcare),1
232392-88,Concert Health,2017.9534246575342,2022.2931506849316,212.0,3.63,0.63,0,Practice Management (Healthcare),0
111919-24,Contego Medical,2012.3506849315067,2023.295890410959,143.0,11.5,1.5,0,Surgical Devices,0
234730-54,Convelio,2017.7616438356165,2022.1753424657534,151.67,0.6,0.07,0,Logistics,0
138549-97,Conveyer,2016.9287671232876,2022.1972602739727,44.0,18.69,10.69,0,Business/Productivity Software,0
434562-67,Convosight,2017.6657534246576,2022.868493150685,36.42,0.99,0.08,0,Business/Productivity Software,0
126334-90,Convoy,2015.9698630136986,2022.3013698630136,3800.0,58.51,18.51,Digital Freight Brokerage,Road,1
186777-73,COPYTRACK,2016.035616438356,2023.2438356164384,16.2,0.16,0.16,0,Other Commercial Services,0
118286-02,Cordata,2014.5205479452054,2022.6876712328767,33.4,5.0,1.0,0,Enterprise Systems (Healthcare),0
176439-70,Core10,2016.8602739726027,2023.0493150684931,38.0,9.21,1.0,0,Business/Productivity Software,0
65202-04,Cornami,2013.7479452054795,2022.2465753424658,244.0,41.91,1.98,0,Systems and Information Management,0
52935-49,Corvia,2009.4931506849316,2022.4356164383562,105.16,9.41,5.41,0,Therapeutic Devices,0
229071-88,CourtScribes,2018.3945205479451,2022.1013698630136,9.5,3.68,1.18,0,Legal Services (B2B),0
173460-88,Cover Genius,2015.0,2022.8328767123287,657.0,10.0,1.1,0,Financial Software,0
150076-09,CreativeX,2015.6657534246576,2022.4301369863015,135.0,8.25,1.5,0,Business/Productivity Software,0
132816-16,Crelate,2017.158904109589,2022.2,45.01,15.07,1.73,0,Business/Productivity Software,0
152587-63,Crio,2016.164383561644,2022.027397260274,52.0,2.81,0.81,0,Other Healthcare Technology Systems,0
161844-94,Critical Insight,2018.2410958904109,2022.4520547945206,38.1,12.45,6.35,0,IT Consulting and Outsourcing,0
223716-88,Crowdbotics,2017.0,2023.0657534246575,175.0,1.71,0.12,AI-powered Code Completion Low Code / No Code,Software Development Applications,0
111478-42,Crua Outdoors,2015.1150684931506,2022.5671232876712,12.15,0.58,0.06,0,Recreational Goods,0
85884-22,Crunchbase,2015.7232876712328,2022.4931506849316,350.0,19.5,6.5,0,Media and Information Services (B2B),0
265181-14,Culdesac,2018.0,2022.054794520548,160.0,2.14,0.15,0,Real Estate Services (B2C),0
226335-88,Cullgen,2018.1616438356164,2023.3479452054794,280.0,29.4,15.0,0,Drug Discovery,0
228956-68,Curbio,2018.0821917808219,2022.0465753424658,340.0,16.6,6.6,0,Real Estate Services (B2C),0
63916-48,Customer.io,2012.3753424657534,2022.186301369863,784.91,0.33,0.02,0,Business/Productivity Software,0
222812-92,Customers.ai,2017.9205479452055,2022.7616438356165,25.3,9.94,3.4,0,Business/Productivity Software,0
222264-64,CY Vision,2017.876712328767,2022.8328767123287,65.0,25.0,7.0,0,Multimedia and Design Software,0
117613-99,Cybrary,2015.6465753424657,2022.5808219178082,120.0,3.5,0.5,0,Educational Software,0
83348-74,Cybrilla Technologies,2015.6575342465753,2022.9698630136986,14.6,0.15,0.01,0,Financial Software,0
114106-42,CyMedica Orthopedics,2013.4356164383562,2023.0657534246575,17.0,8.0,0.58,0,Therapeutic Devices,0
140881-42,Cyrebro,2013.495890410959,2022.7013698630137,94.24,8.29,1.0,0,Network Management Software,0
85892-50,Cytonics,2009.3753424657534,2022.890410958904,61.89,22.3,2.3,0,Drug Discovery,0
57066-49,D-Orbit,2011.1780821917807,2022.2602739726028,1280.0,0.96,0.41,Small Satellites,Aerospace and Defense,1
162124-30,Darwinbox,2016.4986301369863,2023.0082191780823,944.84,2.94,0.7,0,Human Capital Services,0
